#Batch CD-search tool	NIH/NLM/NCBI
#cdsid	QM3-qcdsearch-B3AA733A4BDE41-1CD58AD9E4528FF7
#datatype	hitsFull Results
#status	0
#Start time	2020-12-09T13:44:56	Run time	0:00:09:22
#status	success

Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#267 - >250:Neisseria meningitidis MC58 (serogroup B) | NMB0068	superfamily	382078	292	348	4.45507e-15	68.521	cl00555	SAF superfamily	 - 	 - 
Q#267 - >250:Neisseria meningitidis MC58 (serogroup B) | NMB0068	non-specific	212160	292	348	4.45507e-15	68.521	cd11615	SAF_NeuB_like	 - 	cl00555
Q#267 - >250:Neisseria meningitidis MC58 (serogroup B) | NMB0068	non-specific	212160	292	348	4.45507e-15	68.521	cd11615	SAF_NeuB_like	 - 	cl00555
Q#267 - >250:Neisseria meningitidis MC58 (serogroup B) | NMB0068	non-specific	212160	292	348	4.45507e-15	68.521	cd11615	SAF_NeuB_like	 - 	cl00555
Q#267 - >250:Neisseria meningitidis MC58 (serogroup B) | NMB0068	non-specific	212160	292	348	4.45507e-15	68.521	cd11615	SAF_NeuB_like	 - 	cl00555
Q#267 - >250:Neisseria meningitidis MC58 (serogroup B) | NMB0068	non-specific	212160	292	348	4.45507e-15	68.521	cd11615	SAF_NeuB_like	 - 	cl00555
Q#267 - >250:Neisseria meningitidis MC58 (serogroup B) | NMB0068	non-specific	378023	292	349	2.00018e-10	55.6451	pfam08666	SAF	 - 	cl00555
Q#267 - >250:Neisseria meningitidis MC58 (serogroup B) | NMB0068	non-specific	378023	292	349	2.00018e-10	55.6451	pfam08666	SAF	 - 	cl00555
Q#267 - >250:Neisseria meningitidis MC58 (serogroup B) | NMB0068	non-specific	378023	292	349	2.00018e-10	55.6451	pfam08666	SAF	 - 	cl00555
Q#267 - >250:Neisseria meningitidis MC58 (serogroup B) | NMB0068	non-specific	378023	292	349	2.00018e-10	55.6451	pfam08666	SAF	 - 	cl00555
Q#267 - >250:Neisseria meningitidis MC58 (serogroup B) | NMB0068	non-specific	378023	292	349	2.00018e-10	55.6451	pfam08666	SAF	 - 	cl00555
Q#267 - >250:Neisseria meningitidis MC58 (serogroup B) | NMB0068	non-specific	378023	292	349	2.00018e-10	55.6451	pfam08666	SAF	 - 	cl00555
Q#267 - >250:Neisseria meningitidis MC58 (serogroup B) | NMB0068	specific	214862	292	349	4.18367e-07	46.4054	smart00858	SAF	 - 	cl00555
Q#267 - >250:Neisseria meningitidis MC58 (serogroup B) | NMB0068	non-specific	214862	292	349	4.18367e-07	46.4054	smart00858	SAF	 - 	cl00555
Q#267 - >250:Neisseria meningitidis MC58 (serogroup B) | NMB0068	non-specific	214862	292	349	4.18367e-07	46.4054	smart00858	SAF	 - 	cl00555
Q#267 - >250:Neisseria meningitidis MC58 (serogroup B) | NMB0068	non-specific	214862	292	349	4.18367e-07	46.4054	smart00858	SAF	 - 	cl00555
Q#267 - >250:Neisseria meningitidis MC58 (serogroup B) | NMB0068	non-specific	214862	292	349	4.18367e-07	46.4054	smart00858	SAF	 - 	cl00555
Q#267 - >250:Neisseria meningitidis MC58 (serogroup B) | NMB0068	non-specific	214862	292	349	4.18367e-07	46.4054	smart00858	SAF	 - 	cl00555
Q#268 - >252:Neisseria meningitidis H44/76 (serogroup B) | NMBH4476_0068	specific	225000	6	349	0	505.714	COG2089	SpsE	 - 	cl30261
Q#268 - >252:Neisseria meningitidis H44/76 (serogroup B) | NMBH4476_0068	superfamily	225000	6	349	0	505.714	cl30261	SpsE superfamily	 - 	 - 
Q#268 - >252:Neisseria meningitidis H44/76 (serogroup B) | NMBH4476_0068	non-specific	225000	6	349	0	505.714	COG2089	SpsE	 - 	cl30261
Q#268 - >252:Neisseria meningitidis H44/76 (serogroup B) | NMBH4476_0068	non-specific	225000	6	349	0	505.714	COG2089	SpsE	 - 	cl30261
Q#268 - >252:Neisseria meningitidis H44/76 (serogroup B) | NMBH4476_0068	non-specific	225000	6	349	0	505.714	COG2089	SpsE	 - 	cl30261
Q#268 - >252:Neisseria meningitidis H44/76 (serogroup B) | NMBH4476_0068	non-specific	225000	6	349	0	505.714	COG2089	SpsE	 - 	cl30261
Q#268 - >252:Neisseria meningitidis H44/76 (serogroup B) | NMBH4476_0068	non-specific	225000	6	349	0	505.714	COG2089	SpsE	 - 	cl30261
Q#268 - >252:Neisseria meningitidis H44/76 (serogroup B) | NMBH4476_0068	specific	274655	20	343	0	503.653	TIGR03569	NeuB_NnaB	 - 	cl30262
Q#268 - >252:Neisseria meningitidis H44/76 (serogroup B) | NMBH4476_0068	superfamily	274655	20	343	0	503.653	cl30262	NeuB_NnaB superfamily	 - 	 - 
Q#268 - >252:Neisseria meningitidis H44/76 (serogroup B) | NMBH4476_0068	non-specific	274655	20	343	0	503.653	TIGR03569	NeuB_NnaB	 - 	cl30262
Q#268 - >252:Neisseria meningitidis H44/76 (serogroup B) | NMBH4476_0068	non-specific	274655	20	343	0	503.653	TIGR03569	NeuB_NnaB	 - 	cl30262
Q#268 - >252:Neisseria meningitidis H44/76 (serogroup B) | NMBH4476_0068	non-specific	274655	20	343	0	503.653	TIGR03569	NeuB_NnaB	 - 	cl30262
Q#268 - >252:Neisseria meningitidis H44/76 (serogroup B) | NMBH4476_0068	non-specific	274655	20	343	0	503.653	TIGR03569	NeuB_NnaB	 - 	cl30262
Q#268 - >252:Neisseria meningitidis H44/76 (serogroup B) | NMBH4476_0068	non-specific	274655	20	343	0	503.653	TIGR03569	NeuB_NnaB	 - 	cl30262
Q#268 - >252:Neisseria meningitidis H44/76 (serogroup B) | NMBH4476_0068	specific	376990	40	275	3.10592e-103	303.265	pfam03102	NeuB	 - 	cl17225
Q#268 - >252:Neisseria meningitidis H44/76 (serogroup B) | NMBH4476_0068	superfamily	388417	40	275	3.10592e-103	303.265	cl17225	DAHP_synth_1 superfamily	 - 	 - 
Q#268 - >252:Neisseria meningitidis H44/76 (serogroup B) | NMBH4476_0068	non-specific	376990	40	275	3.10592e-103	303.265	pfam03102	NeuB	 - 	cl17225
Q#268 - >252:Neisseria meningitidis H44/76 (serogroup B) | NMBH4476_0068	non-specific	376990	40	275	3.10592e-103	303.265	pfam03102	NeuB	 - 	cl17225
Q#268 - >252:Neisseria meningitidis H44/76 (serogroup B) | NMBH4476_0068	non-specific	376990	40	275	3.10592e-103	303.265	pfam03102	NeuB	 - 	cl17225
Q#268 - >252:Neisseria meningitidis H44/76 (serogroup B) | NMBH4476_0068	non-specific	376990	40	275	3.10592e-103	303.265	pfam03102	NeuB	 - 	cl17225
Q#268 - >252:Neisseria meningitidis H44/76 (serogroup B) | NMBH4476_0068	non-specific	376990	40	275	3.10592e-103	303.265	pfam03102	NeuB	 - 	cl17225
Q#268 - >252:Neisseria meningitidis H44/76 (serogroup B) | NMBH4476_0068	non-specific	163337	20	340	7.77622e-87	264.552	TIGR03586	PseI	 - 	cl31462
Q#268 - >252:Neisseria meningitidis H44/76 (serogroup B) | NMBH4476_0068	superfamily	163337	20	340	7.77622e-87	264.552	cl31462	PseI superfamily	 - 	 - 
Q#268 - >252:Neisseria meningitidis H44/76 (serogroup B) | NMBH4476_0068	non-specific	163337	20	340	7.77622e-87	264.552	TIGR03586	PseI	 - 	cl31462
Q#268 - >252:Neisseria meningitidis H44/76 (serogroup B) | NMBH4476_0068	non-specific	163337	20	340	7.77622e-87	264.552	TIGR03586	PseI	 - 	cl31462
Q#268 - >252:Neisseria meningitidis H44/76 (serogroup B) | NMBH4476_0068	non-specific	163337	20	340	7.77622e-87	264.552	TIGR03586	PseI	 - 	cl31462
Q#268 - >252:Neisseria meningitidis H44/76 (serogroup B) | NMBH4476_0068	non-specific	163337	20	340	7.77622e-87	264.552	TIGR03586	PseI	 - 	cl31462
Q#268 - >252:Neisseria meningitidis H44/76 (serogroup B) | NMBH4476_0068	non-specific	163337	20	340	7.77622e-87	264.552	TIGR03586	PseI	 - 	cl31462
Q#268 - >252:Neisseria meningitidis H44/76 (serogroup B) | NMBH4476_0068	specific	212160	292	348	4.45507e-15	68.521	cd11615	SAF_NeuB_like	 - 	cl00555
Q#268 - >252:Neisseria meningitidis H44/76 (serogroup B) | NMBH4476_0068	superfamily	382078	292	348	4.45507e-15	68.521	cl00555	SAF superfamily	 - 	 - 
Q#268 - >252:Neisseria meningitidis H44/76 (serogroup B) | NMBH4476_0068	non-specific	212160	292	348	4.45507e-15	68.521	cd11615	SAF_NeuB_like	 - 	cl00555
Q#268 - >252:Neisseria meningitidis H44/76 (serogroup B) | NMBH4476_0068	non-specific	212160	292	348	4.45507e-15	68.521	cd11615	SAF_NeuB_like	 - 	cl00555
Q#268 - >252:Neisseria meningitidis H44/76 (serogroup B) | NMBH4476_0068	non-specific	212160	292	348	4.45507e-15	68.521	cd11615	SAF_NeuB_like	 - 	cl00555
Q#268 - >252:Neisseria meningitidis H44/76 (serogroup B) | NMBH4476_0068	non-specific	212160	292	348	4.45507e-15	68.521	cd11615	SAF_NeuB_like	 - 	cl00555
Q#268 - >252:Neisseria meningitidis H44/76 (serogroup B) | NMBH4476_0068	non-specific	212160	292	348	4.45507e-15	68.521	cd11615	SAF_NeuB_like	 - 	cl00555
Q#268 - >252:Neisseria meningitidis H44/76 (serogroup B) | NMBH4476_0068	non-specific	378023	292	349	2.00018e-10	55.6451	pfam08666	SAF	 - 	cl00555
Q#268 - >252:Neisseria meningitidis H44/76 (serogroup B) | NMBH4476_0068	non-specific	378023	292	349	2.00018e-10	55.6451	pfam08666	SAF	 - 	cl00555
Q#268 - >252:Neisseria meningitidis H44/76 (serogroup B) | NMBH4476_0068	non-specific	378023	292	349	2.00018e-10	55.6451	pfam08666	SAF	 - 	cl00555
Q#268 - >252:Neisseria meningitidis H44/76 (serogroup B) | NMBH4476_0068	non-specific	378023	292	349	2.00018e-10	55.6451	pfam08666	SAF	 - 	cl00555
Q#268 - >252:Neisseria meningitidis H44/76 (serogroup B) | NMBH4476_0068	non-specific	378023	292	349	2.00018e-10	55.6451	pfam08666	SAF	 - 	cl00555
Q#268 - >252:Neisseria meningitidis H44/76 (serogroup B) | NMBH4476_0068	non-specific	378023	292	349	2.00018e-10	55.6451	pfam08666	SAF	 - 	cl00555
Q#268 - >252:Neisseria meningitidis H44/76 (serogroup B) | NMBH4476_0068	specific	214862	292	349	4.18367e-07	46.4054	smart00858	SAF	 - 	cl00555
Q#268 - >252:Neisseria meningitidis H44/76 (serogroup B) | NMBH4476_0068	non-specific	214862	292	349	4.18367e-07	46.4054	smart00858	SAF	 - 	cl00555
Q#268 - >252:Neisseria meningitidis H44/76 (serogroup B) | NMBH4476_0068	non-specific	214862	292	349	4.18367e-07	46.4054	smart00858	SAF	 - 	cl00555
Q#268 - >252:Neisseria meningitidis H44/76 (serogroup B) | NMBH4476_0068	non-specific	214862	292	349	4.18367e-07	46.4054	smart00858	SAF	 - 	cl00555
Q#268 - >252:Neisseria meningitidis H44/76 (serogroup B) | NMBH4476_0068	non-specific	214862	292	349	4.18367e-07	46.4054	smart00858	SAF	 - 	cl00555
Q#268 - >252:Neisseria meningitidis H44/76 (serogroup B) | NMBH4476_0068	non-specific	214862	292	349	4.18367e-07	46.4054	smart00858	SAF	 - 	cl00555
Q#269 - >254:Neisseria meningitidis 053442 (serogroup C) | NMCC_0076	specific	225000	6	349	0	505.714	COG2089	SpsE	 - 	cl30261
Q#269 - >254:Neisseria meningitidis 053442 (serogroup C) | NMCC_0076	superfamily	225000	6	349	0	505.714	cl30261	SpsE superfamily	 - 	 - 
Q#269 - >254:Neisseria meningitidis 053442 (serogroup C) | NMCC_0076	non-specific	225000	6	349	0	505.714	COG2089	SpsE	 - 	cl30261
Q#269 - >254:Neisseria meningitidis 053442 (serogroup C) | NMCC_0076	non-specific	225000	6	349	0	505.714	COG2089	SpsE	 - 	cl30261
Q#269 - >254:Neisseria meningitidis 053442 (serogroup C) | NMCC_0076	non-specific	225000	6	349	0	505.714	COG2089	SpsE	 - 	cl30261
Q#269 - >254:Neisseria meningitidis 053442 (serogroup C) | NMCC_0076	non-specific	225000	6	349	0	505.714	COG2089	SpsE	 - 	cl30261
Q#269 - >254:Neisseria meningitidis 053442 (serogroup C) | NMCC_0076	non-specific	225000	6	349	0	505.714	COG2089	SpsE	 - 	cl30261
Q#269 - >254:Neisseria meningitidis 053442 (serogroup C) | NMCC_0076	specific	274655	20	343	0	503.653	TIGR03569	NeuB_NnaB	 - 	cl30262
Q#269 - >254:Neisseria meningitidis 053442 (serogroup C) | NMCC_0076	superfamily	274655	20	343	0	503.653	cl30262	NeuB_NnaB superfamily	 - 	 - 
Q#269 - >254:Neisseria meningitidis 053442 (serogroup C) | NMCC_0076	non-specific	274655	20	343	0	503.653	TIGR03569	NeuB_NnaB	 - 	cl30262
Q#269 - >254:Neisseria meningitidis 053442 (serogroup C) | NMCC_0076	non-specific	274655	20	343	0	503.653	TIGR03569	NeuB_NnaB	 - 	cl30262
Q#269 - >254:Neisseria meningitidis 053442 (serogroup C) | NMCC_0076	non-specific	274655	20	343	0	503.653	TIGR03569	NeuB_NnaB	 - 	cl30262
Q#269 - >254:Neisseria meningitidis 053442 (serogroup C) | NMCC_0076	non-specific	274655	20	343	0	503.653	TIGR03569	NeuB_NnaB	 - 	cl30262
Q#269 - >254:Neisseria meningitidis 053442 (serogroup C) | NMCC_0076	non-specific	274655	20	343	0	503.653	TIGR03569	NeuB_NnaB	 - 	cl30262
Q#269 - >254:Neisseria meningitidis 053442 (serogroup C) | NMCC_0076	specific	376990	40	275	3.10592e-103	303.265	pfam03102	NeuB	 - 	cl17225
Q#269 - >254:Neisseria meningitidis 053442 (serogroup C) | NMCC_0076	superfamily	388417	40	275	3.10592e-103	303.265	cl17225	DAHP_synth_1 superfamily	 - 	 - 
Q#269 - >254:Neisseria meningitidis 053442 (serogroup C) | NMCC_0076	non-specific	376990	40	275	3.10592e-103	303.265	pfam03102	NeuB	 - 	cl17225
Q#269 - >254:Neisseria meningitidis 053442 (serogroup C) | NMCC_0076	non-specific	376990	40	275	3.10592e-103	303.265	pfam03102	NeuB	 - 	cl17225
Q#269 - >254:Neisseria meningitidis 053442 (serogroup C) | NMCC_0076	non-specific	376990	40	275	3.10592e-103	303.265	pfam03102	NeuB	 - 	cl17225
Q#269 - >254:Neisseria meningitidis 053442 (serogroup C) | NMCC_0076	non-specific	376990	40	275	3.10592e-103	303.265	pfam03102	NeuB	 - 	cl17225
Q#269 - >254:Neisseria meningitidis 053442 (serogroup C) | NMCC_0076	non-specific	376990	40	275	3.10592e-103	303.265	pfam03102	NeuB	 - 	cl17225
Q#269 - >254:Neisseria meningitidis 053442 (serogroup C) | NMCC_0076	non-specific	163337	20	340	7.77622e-87	264.552	TIGR03586	PseI	 - 	cl31462
Q#269 - >254:Neisseria meningitidis 053442 (serogroup C) | NMCC_0076	superfamily	163337	20	340	7.77622e-87	264.552	cl31462	PseI superfamily	 - 	 - 
Q#269 - >254:Neisseria meningitidis 053442 (serogroup C) | NMCC_0076	non-specific	163337	20	340	7.77622e-87	264.552	TIGR03586	PseI	 - 	cl31462
Q#269 - >254:Neisseria meningitidis 053442 (serogroup C) | NMCC_0076	non-specific	163337	20	340	7.77622e-87	264.552	TIGR03586	PseI	 - 	cl31462
Q#269 - >254:Neisseria meningitidis 053442 (serogroup C) | NMCC_0076	non-specific	163337	20	340	7.77622e-87	264.552	TIGR03586	PseI	 - 	cl31462
Q#269 - >254:Neisseria meningitidis 053442 (serogroup C) | NMCC_0076	non-specific	163337	20	340	7.77622e-87	264.552	TIGR03586	PseI	 - 	cl31462
Q#269 - >254:Neisseria meningitidis 053442 (serogroup C) | NMCC_0076	non-specific	163337	20	340	7.77622e-87	264.552	TIGR03586	PseI	 - 	cl31462
Q#269 - >254:Neisseria meningitidis 053442 (serogroup C) | NMCC_0076	specific	212160	292	348	4.45507e-15	68.521	cd11615	SAF_NeuB_like	 - 	cl00555
Q#269 - >254:Neisseria meningitidis 053442 (serogroup C) | NMCC_0076	superfamily	382078	292	348	4.45507e-15	68.521	cl00555	SAF superfamily	 - 	 - 
Q#269 - >254:Neisseria meningitidis 053442 (serogroup C) | NMCC_0076	non-specific	212160	292	348	4.45507e-15	68.521	cd11615	SAF_NeuB_like	 - 	cl00555
Q#269 - >254:Neisseria meningitidis 053442 (serogroup C) | NMCC_0076	non-specific	212160	292	348	4.45507e-15	68.521	cd11615	SAF_NeuB_like	 - 	cl00555
Q#269 - >254:Neisseria meningitidis 053442 (serogroup C) | NMCC_0076	non-specific	212160	292	348	4.45507e-15	68.521	cd11615	SAF_NeuB_like	 - 	cl00555
Q#269 - >254:Neisseria meningitidis 053442 (serogroup C) | NMCC_0076	non-specific	212160	292	348	4.45507e-15	68.521	cd11615	SAF_NeuB_like	 - 	cl00555
Q#269 - >254:Neisseria meningitidis 053442 (serogroup C) | NMCC_0076	non-specific	212160	292	348	4.45507e-15	68.521	cd11615	SAF_NeuB_like	 - 	cl00555
Q#269 - >254:Neisseria meningitidis 053442 (serogroup C) | NMCC_0076	non-specific	378023	292	349	2.00018e-10	55.6451	pfam08666	SAF	 - 	cl00555
Q#269 - >254:Neisseria meningitidis 053442 (serogroup C) | NMCC_0076	non-specific	378023	292	349	2.00018e-10	55.6451	pfam08666	SAF	 - 	cl00555
Q#269 - >254:Neisseria meningitidis 053442 (serogroup C) | NMCC_0076	non-specific	378023	292	349	2.00018e-10	55.6451	pfam08666	SAF	 - 	cl00555
Q#269 - >254:Neisseria meningitidis 053442 (serogroup C) | NMCC_0076	non-specific	378023	292	349	2.00018e-10	55.6451	pfam08666	SAF	 - 	cl00555
Q#269 - >254:Neisseria meningitidis 053442 (serogroup C) | NMCC_0076	non-specific	378023	292	349	2.00018e-10	55.6451	pfam08666	SAF	 - 	cl00555
Q#269 - >254:Neisseria meningitidis 053442 (serogroup C) | NMCC_0076	non-specific	378023	292	349	2.00018e-10	55.6451	pfam08666	SAF	 - 	cl00555
Q#269 - >254:Neisseria meningitidis 053442 (serogroup C) | NMCC_0076	specific	214862	292	349	4.18367e-07	46.4054	smart00858	SAF	 - 	cl00555
Q#269 - >254:Neisseria meningitidis 053442 (serogroup C) | NMCC_0076	non-specific	214862	292	349	4.18367e-07	46.4054	smart00858	SAF	 - 	cl00555
Q#269 - >254:Neisseria meningitidis 053442 (serogroup C) | NMCC_0076	non-specific	214862	292	349	4.18367e-07	46.4054	smart00858	SAF	 - 	cl00555
Q#269 - >254:Neisseria meningitidis 053442 (serogroup C) | NMCC_0076	non-specific	214862	292	349	4.18367e-07	46.4054	smart00858	SAF	 - 	cl00555
Q#269 - >254:Neisseria meningitidis 053442 (serogroup C) | NMCC_0076	non-specific	214862	292	349	4.18367e-07	46.4054	smart00858	SAF	 - 	cl00555
Q#269 - >254:Neisseria meningitidis 053442 (serogroup C) | NMCC_0076	non-specific	214862	292	349	4.18367e-07	46.4054	smart00858	SAF	 - 	cl00555
Q#270 - >255:Neisseria meningitidis alpha710 (serogroup B) | NMBB_0073	specific	225000	6	349	0	505.714	COG2089	SpsE	 - 	cl30261
Q#270 - >255:Neisseria meningitidis alpha710 (serogroup B) | NMBB_0073	superfamily	225000	6	349	0	505.714	cl30261	SpsE superfamily	 - 	 - 
Q#270 - >255:Neisseria meningitidis alpha710 (serogroup B) | NMBB_0073	non-specific	225000	6	349	0	505.714	COG2089	SpsE	 - 	cl30261
Q#270 - >255:Neisseria meningitidis alpha710 (serogroup B) | NMBB_0073	non-specific	225000	6	349	0	505.714	COG2089	SpsE	 - 	cl30261
Q#270 - >255:Neisseria meningitidis alpha710 (serogroup B) | NMBB_0073	non-specific	225000	6	349	0	505.714	COG2089	SpsE	 - 	cl30261
Q#270 - >255:Neisseria meningitidis alpha710 (serogroup B) | NMBB_0073	non-specific	225000	6	349	0	505.714	COG2089	SpsE	 - 	cl30261
Q#270 - >255:Neisseria meningitidis alpha710 (serogroup B) | NMBB_0073	non-specific	225000	6	349	0	505.714	COG2089	SpsE	 - 	cl30261
Q#270 - >255:Neisseria meningitidis alpha710 (serogroup B) | NMBB_0073	specific	274655	20	343	0	503.653	TIGR03569	NeuB_NnaB	 - 	cl30262
Q#270 - >255:Neisseria meningitidis alpha710 (serogroup B) | NMBB_0073	superfamily	274655	20	343	0	503.653	cl30262	NeuB_NnaB superfamily	 - 	 - 
Q#270 - >255:Neisseria meningitidis alpha710 (serogroup B) | NMBB_0073	non-specific	274655	20	343	0	503.653	TIGR03569	NeuB_NnaB	 - 	cl30262
Q#270 - >255:Neisseria meningitidis alpha710 (serogroup B) | NMBB_0073	non-specific	274655	20	343	0	503.653	TIGR03569	NeuB_NnaB	 - 	cl30262
Q#270 - >255:Neisseria meningitidis alpha710 (serogroup B) | NMBB_0073	non-specific	274655	20	343	0	503.653	TIGR03569	NeuB_NnaB	 - 	cl30262
Q#270 - >255:Neisseria meningitidis alpha710 (serogroup B) | NMBB_0073	non-specific	274655	20	343	0	503.653	TIGR03569	NeuB_NnaB	 - 	cl30262
Q#270 - >255:Neisseria meningitidis alpha710 (serogroup B) | NMBB_0073	non-specific	274655	20	343	0	503.653	TIGR03569	NeuB_NnaB	 - 	cl30262
Q#270 - >255:Neisseria meningitidis alpha710 (serogroup B) | NMBB_0073	specific	376990	40	275	3.10592e-103	303.265	pfam03102	NeuB	 - 	cl17225
Q#270 - >255:Neisseria meningitidis alpha710 (serogroup B) | NMBB_0073	superfamily	388417	40	275	3.10592e-103	303.265	cl17225	DAHP_synth_1 superfamily	 - 	 - 
Q#270 - >255:Neisseria meningitidis alpha710 (serogroup B) | NMBB_0073	non-specific	376990	40	275	3.10592e-103	303.265	pfam03102	NeuB	 - 	cl17225
Q#270 - >255:Neisseria meningitidis alpha710 (serogroup B) | NMBB_0073	non-specific	376990	40	275	3.10592e-103	303.265	pfam03102	NeuB	 - 	cl17225
Q#270 - >255:Neisseria meningitidis alpha710 (serogroup B) | NMBB_0073	non-specific	376990	40	275	3.10592e-103	303.265	pfam03102	NeuB	 - 	cl17225
Q#270 - >255:Neisseria meningitidis alpha710 (serogroup B) | NMBB_0073	non-specific	376990	40	275	3.10592e-103	303.265	pfam03102	NeuB	 - 	cl17225
Q#270 - >255:Neisseria meningitidis alpha710 (serogroup B) | NMBB_0073	non-specific	376990	40	275	3.10592e-103	303.265	pfam03102	NeuB	 - 	cl17225
Q#270 - >255:Neisseria meningitidis alpha710 (serogroup B) | NMBB_0073	non-specific	163337	20	340	7.77622e-87	264.552	TIGR03586	PseI	 - 	cl31462
Q#270 - >255:Neisseria meningitidis alpha710 (serogroup B) | NMBB_0073	superfamily	163337	20	340	7.77622e-87	264.552	cl31462	PseI superfamily	 - 	 - 
Q#270 - >255:Neisseria meningitidis alpha710 (serogroup B) | NMBB_0073	non-specific	163337	20	340	7.77622e-87	264.552	TIGR03586	PseI	 - 	cl31462
Q#270 - >255:Neisseria meningitidis alpha710 (serogroup B) | NMBB_0073	non-specific	163337	20	340	7.77622e-87	264.552	TIGR03586	PseI	 - 	cl31462
Q#270 - >255:Neisseria meningitidis alpha710 (serogroup B) | NMBB_0073	non-specific	163337	20	340	7.77622e-87	264.552	TIGR03586	PseI	 - 	cl31462
Q#270 - >255:Neisseria meningitidis alpha710 (serogroup B) | NMBB_0073	non-specific	163337	20	340	7.77622e-87	264.552	TIGR03586	PseI	 - 	cl31462
Q#270 - >255:Neisseria meningitidis alpha710 (serogroup B) | NMBB_0073	non-specific	163337	20	340	7.77622e-87	264.552	TIGR03586	PseI	 - 	cl31462
Q#270 - >255:Neisseria meningitidis alpha710 (serogroup B) | NMBB_0073	specific	212160	292	348	4.45507e-15	68.521	cd11615	SAF_NeuB_like	 - 	cl00555
Q#270 - >255:Neisseria meningitidis alpha710 (serogroup B) | NMBB_0073	superfamily	382078	292	348	4.45507e-15	68.521	cl00555	SAF superfamily	 - 	 - 
Q#270 - >255:Neisseria meningitidis alpha710 (serogroup B) | NMBB_0073	non-specific	212160	292	348	4.45507e-15	68.521	cd11615	SAF_NeuB_like	 - 	cl00555
Q#270 - >255:Neisseria meningitidis alpha710 (serogroup B) | NMBB_0073	non-specific	212160	292	348	4.45507e-15	68.521	cd11615	SAF_NeuB_like	 - 	cl00555
Q#270 - >255:Neisseria meningitidis alpha710 (serogroup B) | NMBB_0073	non-specific	212160	292	348	4.45507e-15	68.521	cd11615	SAF_NeuB_like	 - 	cl00555
Q#270 - >255:Neisseria meningitidis alpha710 (serogroup B) | NMBB_0073	non-specific	212160	292	348	4.45507e-15	68.521	cd11615	SAF_NeuB_like	 - 	cl00555
Q#270 - >255:Neisseria meningitidis alpha710 (serogroup B) | NMBB_0073	non-specific	212160	292	348	4.45507e-15	68.521	cd11615	SAF_NeuB_like	 - 	cl00555
Q#270 - >255:Neisseria meningitidis alpha710 (serogroup B) | NMBB_0073	non-specific	378023	292	349	2.00018e-10	55.6451	pfam08666	SAF	 - 	cl00555
Q#270 - >255:Neisseria meningitidis alpha710 (serogroup B) | NMBB_0073	non-specific	378023	292	349	2.00018e-10	55.6451	pfam08666	SAF	 - 	cl00555
Q#270 - >255:Neisseria meningitidis alpha710 (serogroup B) | NMBB_0073	non-specific	378023	292	349	2.00018e-10	55.6451	pfam08666	SAF	 - 	cl00555
Q#270 - >255:Neisseria meningitidis alpha710 (serogroup B) | NMBB_0073	non-specific	378023	292	349	2.00018e-10	55.6451	pfam08666	SAF	 - 	cl00555
